Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
scohen@axiom.com,FALSE,5/22/2017,06/02/2017,Economy,97,DAL-AUS,683,Scott Cohen
msatty@axiom.com,FALSE,09/08/2017,10/14/2017,Economy,142,DAL-AUS,513,Maurice Satty
dpoirier@axiom.com,FALSE,10/13/2017,12/07/2017,Economy,93,DAL-OKC,206,Dave Poirier
jcaffey@axiom.com,FALSE,11/18/2017,12/22/2017,Economy,104,DAL-HOU,358,Jenna Caffey
jmartin@axiom.com,FALSE,11/08/2017,12/09/2017,Economy,121,DAL-ELP,349,Janet Martin
rd'ascenzo@axiom.com,FALSE,11/04/2017,12/03/2017,Economy,129,DAL-ATL,661,Russell D'Ascenzo
jeaton@axiom.com,FALSE,3/17/2017,5/17/2017,Business,149,DAL-SEA,382,Joel Eaton
mseite@axiom.com,FALSE,9/25/2017,12/12/2017,Economy,73,DAL-OKC,521,Melanie Seite
nfritzler@axiom.com,FALSE,08/12/2017,8/23/2017,Economy,79,DAL-AUS,558,Natalie Fritzler
rhaberlin@axiom.com,FALSE,4/15/2017,6/30/2017,Economy,149,DAL-LAS,639,Rob Haberlin
bdonatelli@axiom.com,FALSE,10/10/2017,11/25/2017,Economy,99,DAL-ELP,88,Bill Donatelli
,FALSE,3/24/2017,4/28/2017,Economy,122,DAL-HOU,389,John Lucas
rmarley@axiom.com,TRUE,05/07/2017,06/07/2017,Economy,148,DAL-OKC,644,Robert Marley
jepp@axiom.com,FALSE,3/30/2017,06/03/2017,Economy,101,DAL-MDW,373,Jim Epp
mdominguez@axiom.com,FALSE,8/30/2017,11/09/2017,First Class,224,DAL-HOU,523,Michael Dominguez
kseio@axiom.com,FALSE,5/30/2017,07/10/2017,Business,84,DAL-PHX,419,Karen Seio
sbrown@axiom.com,TRUE,10/16/2017,11/26/2017,First Class,287,DAL-ATL,678,Sarah Brown
mlee@axiom.com,FALSE,11/12/2017,12/13/2017,Economy,114,DAL-PHX,550,Muhammed Lee
ngelder@axiom.com,FALSE,1/30/2017,03/07/2017,Economy,94,DAL-ATL,561,Nathan Gelder
mhuthwaite@axiom.com,FALSE,1/17/2017,04/04/2017,First Class,234,DAL-ELP,534,Michelle Huthwaite
nradford@axiom.com,FALSE,8/20/2017,09/01/2017,Economy,85,DAL-CLE,569,Nick Radford
rhightower@axiom.com,FALSE,09/11/2017,9/30/2017,Economy,118,DAL-HOU,636,Ritsa Hightower
kbrennan@axiom.com,FALSE,11/17/2017,12/08/2017,Economy,136,DAL-HOU,439,Ken Brennan
fharton@axiom.com,FALSE,10/27/2017,12/11/2017,Economy,149,DAL-MDW,289,Fred Harton
mlee@axiom.com,FALSE,6/28/2017,08/12/2017,Economy,112,DAL-OKC,550,Muhammed Lee
dpardue@axiom.com,FALSE,2/26/2017,3/27/2017,Economy,134,DAL-ELP,225,Dennis Pardue
jmyrick@axiom.com,TRUE,7/13/2017,8/16/2017,Business,108,DAL-SEA,368,Jessica Myrick
jfortune-@axiom.com,FALSE,11/19/2017,12/24/2017,Economy,76,DAL-LGA,352,Jason Fortune-
hkirkland@axiom.com,TRUE,10/23/2017,11/26/2017,Economy,129,DAL-HOU,325,Heather Kirkland
jpatt@axiom.com,FALSE,11/06/2017,12/20/2017,Economy,65,DAL-GRR,363,Jennifer Patt
tseio@axiom.com,FALSE,10/20/2017,12/11/2017,Economy,92,DAL-PHX,746,Thomas Seio
lmackendrick@axiom.com,TRUE,11/01/2017,12/15/2017,Economy,102,DAL-SEA,470,Liz MacKendrick
fhawley@axiom.com,FALSE,10/22/2017,11/09/2017,Economy,139,DAL-LAS,284,Frank Hawley
kheidel@axiom.com,FALSE,12/26/2016,03/05/2017,Economy,127,DAL-MDW,441,Ken Heidel
marnett@axiom.com,FALSE,8/25/2017,10/09/2017,First Class,303,DAL-MDW,532,Michelle Arnett
sbrown@axiom.com,TRUE,05/04/2017,6/23/2017,Economy,83,DAL-HOU,678,Sarah Brown
mschwartz@axiom.com,TRUE,11/29/2017,12/29/2017,Economy,111,DAL-AUS,517,Maxwell Schwartz
jmyrick@axiom.com,FALSE,08/12/2017,10/09/2017,Business,179,DAL-AUS,368,Jessica Myrick
csievert@axiom.com,FALSE,3/15/2017,04/02/2017,Economy,73,DAL-AUS,141,Chad Sievert
jrupert@axiom.com,FALSE,12/06/2016,2/18/2017,Economy,118,DAL-AUS,379,Jocasta Rupert
mstewart@axiom.com,FALSE,10/23/2017,11/10/2017,Economy,84,DAL-LGA,531,Michael Stewart
tbutterfield@axiom.com,FALSE,03/12/2017,4/25/2017,Economy,120,DAL-AUS,736,Ted Butterfield
bthompson@axiom.com,FALSE,09/05/2017,9/19/2017,Economy,130,DAL-AUS,87,Beth Thompson
rdemir@axiom.com,TRUE,8/20/2017,09/02/2017,Economy,115,DAL-LGA,647,Roger Demir
dbremer@axiom.com,FALSE,9/20/2017,12/15/2017,First Class,269,DAL-ELP,207,David Bremer
tboland@axiom.com,TRUE,1/24/2017,04/10/2017,Economy,147,DAL-HOU,744,Thomas Boland
schance,FALSE,11/04/2016,1/29/2017,First Class,290,DAL-LAS,695,Shaun Chance
kmiller@axiom.com,FALSE,12/10/2016,2/25/2017,Economy,133,DAL-LGA,447,Kunst Miller
hryan@axiom.com,FALSE,10/25/2017,12/28/2017,Economy,121,DAL-LAS,321,Harold Ryan
bmurry@axiom.com,FALSE,11/24/2017,12/06/2017,First Class,308,DAL-ATL,105,Brendan Murry
fcarlisle@axiom.com,FALSE,02/07/2017,4/21/2017,Economy,95,DAL-LGA,282,Frank Carlisle
mgnade@axiom.com,TRUE,3/20/2017,04/07/2017,Economy,94,DAL-LGA,512,Maureen Gnade
mhaberlin@axiom.com,FALSE,05/06/2017,7/27/2017,Economy,143,DAL-ELP,495,Mark Haberlin
mjones@axiom.com,TRUE,10/22/2017,11/18/2017,Economy,163,DAL-SLC,515,Max Jones
fmerwin@axiom.com,FALSE,3/19/2017,6/17/2017,Economy,155,DAL-OKC,285,Frank Merwin
tboyes@axiom.com,FALSE,5/15/2017,07/10/2017,Economy,138,DAL-HOU,756,Todd Boyes
rwaldorf@axiom.com,FALSE,10/08/2017,11/14/2017,Economy,137,DAL-AUS,645,Robert Waldorf
dkatz@axiom.com,TRUE,09/09/2017,9/27/2017,Economy,70,DAL-ELP,214,Dean Katz
iliston@axiom.com,FALSE,10/30/2017,11/29/2017,Economy,149,DAL-LGA,339,Ivan Liston
jlebron@axiom.com,FALSE,5/19/2017,06/12/2017,Economy,144,DAL-LAS,341,Jack Lebron
jepp@axiom.com,FALSE,3/20/2017,4/28/2017,Economy,117,DAL-GRR,373,Jim Epp
mhernandez@axiom.com,FALSE,11/11/2017,12/18/2017,Economy,69,DAL-PHX,540,Mick Hernandez
,FALSE,11/26/2017,12/31/2017,Business,86,DAL-AMA,679,Sarah Foster
hwasserman@axiom.com,FALSE,12/08/2017,12/27/2017,Business,119,DAL-OKC,328,Helen Wasserman
snguyen@axiom.com,FALSE,8/29/2017,10/02/2017,First Class,241,DAL-AUS,713,Steve Nguyen
lolson@axiom.com,FALSE,11/08/2017,12/31/2017,Economy,123,DAL-AMA,477,Lori Olson
carntzen@axiom.com,FALSE,03/12/2017,3/26/2017,Economy,100,DAL-MDW,184,Cynthia Arntzen
msatty@axiom.com,FALSE,10/27/2017,12/08/2017,Economy,143,DAL-HOU,513,Maurice Satty
spak@axiom.com,TRUE,7/15/2017,9/22/2017,Economy,140,DAL-AUS,723,Sung Pak
ahäberlin@axiom.com,TRUE,8/15/2017,09/05/2017,Economy,102,DAL-AUS,46,Anna Häberlin
lhernandez@axiom.com,TRUE,10/14/2017,12/16/2017,Business,159,DAL-LAS,459,Lena Hernandez
cjumper@axiom.com,FALSE,11/09/2017,12/03/2017,Business,84,DAL-LAS,133,Caroline Jumper
snguyen@axiom.com,TRUE,9/19/2017,10/20/2017,Economy,96,DAL-AUS,713,Steve Nguyen
x,FALSE,9/23/2017,10/13/2017,Economy,112,DAL-MDW,204,Dave Hallsten
rausman@axiom.com,FALSE,1/16/2017,4/15/2017,Business,99,DAL-LGA,658,Ruben Ausman
rkennedy@axiom.com,FALSE,05/09/2017,7/31/2017,Economy,125,DAL-SLC,619,Ralph Kennedy
gbell@axiom.com,FALSE,4/25/2017,05/03/2017,Economy,147,DAL-TUL,301,George Bell
mgockenbach@axiom.com,TRUE,2/15/2017,04/08/2017,Economy,117,DAL-OKC,542,Mike Gockenbach
ccheatham@axiom.com,FALSE,8/19/2017,09/08/2017,Economy,69,DAL-AUS,169,Clay Cheatham
dmonton@axiom.com,FALSE,07/12/2017,8/25/2017,Economy,141,DAL-HOU,222,Denise Monton
ashonely@axiom.com,FALSE,06/08/2017,07/08/2017,Economy,102,DAL-ATL,16,Alan Shonely
sgordon@axiom.com,TRUE,8/29/2017,9/24/2017,Economy,139,DAL-PHX,697,Sheri Gordon
rhightower@axiom.com,FALSE,09/10/2017,9/30/2017,First Class,231,DAL-PHX,636,Ritsa Hightower
lhaushalter@axiom.com,FALSE,09/04/2017,11/10/2017,First Class,309,DAL-ELP,476,Logan Haushalter
tbrockman@axiom.com,FALSE,09/03/2017,11/27/2017,Economy,158,DAL-AUS,749,Tim Brockman
aferguson@axiom.com,FALSE,8/20/2017,11/30/2017,Economy,159,DAL-LGA,58,Art Ferguson
mlee@axiom.com,FALSE,7/31/2017,08/12/2017,Economy,81,DAL-SLC,550,Muhammed Lee
mlee@axiom.com,FALSE,7/26/2017,08/12/2017,Economy,102,DAL-LGA,550,Muhammed Lee
tritter@axiom.com,TRUE,07/02/2017,11/03/2017,Economy,69,DAL-LGA,754,Toby Ritter
sparks@axiom.com,FALSE,10/02/2017,12/12/2017,Economy,102,DAL-SEA,702,Sibella Parks
mbrown@axiom.com,TRUE,5/22/2017,7/15/2017,Economy,76,DAL-HOU,538,Mick Brown
handreada@axiom.com,FALSE,8/17/2017,09/05/2017,Economy,68,DAL-GRR,327,Helen Andreada
gweimer@axiom.com,TRUE,9/24/2017,11/14/2017,First Class,277,DAL-ATL,306,Giulietta Weimer
azypern@axiom.com,FALSE,9/13/2017,11/13/2017,Economy,109,DAL-HOU,50,Annie Zypern
bfritzler@axiom.com,FALSE,02/10/2017,3/23/2017,Economy,69,DAL-CLE,85,Beth Fritzler
ghale,FALSE,11/14/2017,11/30/2017,Economy,68,DAL-HOU,298,Gene Hale
ccarreira@axiom.com,FALSE,11/23/2016,1/27/2017,Business,161,DAL-AUS,177,Craig Carreira
moakman@axiom.com,FALSE,10/06/2017,10/30/2017,First Class,254,DAL-SEA,529,Michael Oakman
tstivers@axiom.com,FALSE,9/19/2017,12/04/2017,Economy,78,DAL-PHX,761,Tom Stivers
dmartin@axiom.com,FALSE,11/20/2017,12/16/2017,Economy,157,DAL-PHX,200,Darrin Martin
jrupert@axiom.com,TRUE,01/12/2017,2/18/2017,Economy,111,DAL-AUS,379,Jocasta Rupert
ttaslimi@axiom.com,FALSE,10/02/2017,11/05/2017,Economy,157,DAL-PHX,750,Tim Taslimi
kbraun@axiom.com,FALSE,8/14/2017,12/11/2017,Business,148,DAL-AUS,420,Karl Braun
nchilds@axiom.com,FALSE,10/13/2017,11/19/2017,Economy,139,DAL-LGA,574,Noah Childs
educich@axiom.com,TRUE,4/19/2017,7/16/2017,Business,171,DAL-LAS,258,Emily Ducich
ldecherney@axiom.com,FALSE,12/20/2017,12/31/2017,Business,142,DAL-SEA,466,Lisa DeCherney
cjackson@axiom.com,FALSE,12/16/2016,02/06/2017,Economy,141,DAL-TUL,124,Carl Jackson
kferguson@axiom.com,FALSE,11/07/2017,11/19/2017,Economy,115,DAL-ELP,418,Karen Ferguson
carmstrong@axiom.com,FALSE,07/05/2017,9/23/2017,Economy,65,DAL-ELP,136,Cathy Armstrong
mjones@axiom.com,FALSE,10/10/2017,11/18/2017,Economy,118,DAL-AUS,515,Max Jones
djoy@axiom.com,FALSE,6/21/2017,09/08/2017,First Class,224,DAL-MDW,227,Denny Joy
kedelman@axiom.com,FALSE,12/02/2017,12/29/2017,Economy,86,DAL-HOU,427,Katrina Edelman
ahaines@axiom.com,FALSE,9/18/2017,11/13/2017,Economy,102,DAL-HOU,13,Alan Haines
sann@axiom.com,TRUE,7/31/2017,8/23/2017,Economy,138,DAL-AUS,721,Sue Ann Reed
jlebron@axiom.com,FALSE,5/15/2017,06/12/2017,Economy,88,DAL-HOU,341,Jack Lebron
educich@axiom.com,FALSE,07/06/2017,8/28/2017,Economy,130,DAL-LGA,258,Emily Ducich
kducich@axiom.com,TRUE,9/17/2017,11/30/2017,Economy,114,DAL-OKC,422,Katherine Ducich
mgastineau@axiom.com,TRUE,4/24/2017,06/03/2017,Economy,94,DAL-ATL,546,Mitch Gastineau
msatty@axiom.com,FALSE,09/06/2017,10/14/2017,Business,157,DAL-ATL,513,Maurice Satty
hwasserman@axiom.com,FALSE,10/30/2017,12/27/2017,Business,177,DAL-AUS,328,Helen Wasserman
aallen@axiom.com,FALSE,10/11/2017,11/15/2017,Economy,83,DAL-LGA,32,Andrew Allen
dkotsonis@axiom.com,FALSE,8/13/2017,09/04/2017,Economy,127,DAL-SFO,188,Damala Kotsonis
cstewart@axiom.com,FALSE,11/23/2017,12/24/2017,Economy,93,DAL-MDW,166,Cindy Stewart
pprost@axiom.com,FALSE,01/03/2017,05/05/2017,Economy,130,DAL-MDW,596,Paul Prost
jeaton@axiom.com,FALSE,2/24/2017,5/17/2017,Economy,123,DAL-HOU,382,Joel Eaton
nfritzler@axiom.com,FALSE,07/03/2017,8/23/2017,Economy,68,DAL-AUS,558,Natalie Fritzler
reichhorn@axiom.com,FALSE,11/04/2017,12/17/2017,Economy,60,DAL-AUS,629,Richard Eichhorn
jbarnett@axiom.com,FALSE,11/07/2017,12/12/2017,Economy,89,DAL-AUS,402,Julia Barnett
tsissman@axiom.com,TRUE,02/08/2017,03/10/2017,Economy,106,DAL-HOU,738,Thais Sissman
gbell@axiom.com,FALSE,04/01/2017,05/03/2017,Economy,68,DAL-ATL,301,George Bell
bsweed@axiom.com,FALSE,10/28/2017,12/04/2017,First Class,281,DAL-AUS,106,Brendan Sweed
bdecherney@axiom.com,FALSE,9/21/2017,12/31/2017,Economy,145,DAL-GRR,108,Brian DeCherney
mhuthwaite@axiom.com,FALSE,3/17/2017,04/04/2017,Business,173,DAL-PHX,534,Michelle Huthwaite
nradford@axiom.com,TRUE,07/08/2017,09/01/2017,Economy,80,DAL-SEA,569,Nick Radford
rhightower@axiom.com,FALSE,09/10/2017,9/30/2017,Economy,133,DAL-HOU,636,Ritsa Hightower
jgalang@axiom.com,FALSE,6/14/2017,10/15/2017,Economy,69,DAL-LGA,343,James Galang
cdemoss@axiom.com,FALSE,8/26/2017,11/09/2017,Business,133,DAL-AUS,151,Christina DeMoss
mlee@axiom.com,FALSE,6/28/2017,08/12/2017,Economy,148,DAL-AUS,550,Muhammed Lee
jmyrick@axiom.com,FALSE,6/17/2017,8/16/2017,Economy,114,DAL-ATL,368,Jessica Myrick
lryan@axiom.com,FALSE,8/25/2017,9/30/2017,Economy,124,DAL-LAS,468,Lisa Ryan
ejacobs@axiom.com,FALSE,01/10/2017,3/20/2017,Business,131,DAL-SFO,276,Eva Jacobs
arosenblatt@axiom.com,FALSE,11/20/2017,12/31/2017,Business,62,DAL-SEA,27,Allen Rosenblatt
dleinenbach@axiom.com,TRUE,11/06/2017,11/28/2017,Economy,61,DAL-ATL,221,Denise Leinenbach
bfritzler@axiom.com,TRUE,2/16/2017,3/23/2017,Economy,74,DAL-HOU,85,Beth Fritzler
ddickinson@axiom.com,FALSE,06/06/2017,10/08/2017,Economy,110,DAL-HOU,237,Dorothy Dickinson
mschwartz@axiom.com,TRUE,11/29/2017,12/29/2017,First Class,254,DAL-OKC,517,Maxwell Schwartz
tstivers@axiom.com,FALSE,11/06/2017,12/04/2017,Economy,113,DAL-HOU,761,Tom Stivers
dbremer@axiom.com,FALSE,10/04/2017,12/06/2017,Economy,115,DAL-ATL,207,David Bremer
jrupert@axiom.com,FALSE,12/11/2016,2/18/2017,First Class,225,DAL-HOU,379,Jocasta Rupert
ttaslimi@axiom.com,TRUE,9/13/2017,11/05/2017,Economy,113,DAL-AUS,750,Tim Taslimi
schance,FALSE,01/01/2017,1/29/2017,Economy,71,DAL-PHX,695,Shaun Chance
cbergmann@axiom.com,TRUE,10/21/2017,11/10/2017,Economy,151,DAL-AMA,168,Claudia Bergmann
ahane@axiom.com,TRUE,5/15/2017,9/15/2017,Economy,62,DAL-AUS,8,Adrian Hane
kferguson@axiom.com,FALSE,11/03/2017,11/19/2017,Economy,128,DAL-PHX,418,Karen Ferguson
rfranzösisch@axiom.com,FALSE,4/13/2017,6/25/2017,Economy,155,DAL-PHX,655,Roy Französisch
fcarlisle@axiom.com,TRUE,2/26/2017,4/21/2017,Economy,101,DAL-GRR,282,Frank Carlisle
mhaberlin@axiom.com,TRUE,07/04/2017,7/27/2017,Economy,152,DAL-ELP,495,Mark Haberlin
djoy@axiom.com,FALSE,08/12/2017,09/08/2017,Economy,72,DAL-LAS,227,Denny Joy
dkendrick@axiom.com,FALSE,10/12/2017,10/17/2017,Economy,158,DAL-HOU,209,David Kendrick
aarmold@axiom.com,TRUE,04/09/2017,05/12/2017,Economy,124,DAL-SLC,25,Allen Armold
rwaldorf@axiom.com,FALSE,10/13/2017,11/14/2017,Economy,158,DAL-HOU,645,Robert Waldorf
jlebron@axiom.com,TRUE,5/30/2017,06/12/2017,Economy,140,DAL-OKC,341,Jack Lebron
kmurray@axiom.com,FALSE,10/14/2017,12/29/2017,Business,141,DAL-LGA,424,Katherine Murray
,FALSE,11/20/2017,12/31/2017,Economy,71,DAL-ELP,679,Sarah Foster
x,FALSE,1/29/2017,03/06/2017,Economy,105,DAL-SLC,204,Dave Hallsten
hwasserman@axiom.com,FALSE,11/04/2017,12/27/2017,Economy,74,DAL-TUL,328,Helen Wasserman
snguyen@axiom.com,FALSE,07/04/2017,10/02/2017,Economy,60,DAL-LGA,713,Steve Nguyen
hengle@axiom.com,FALSE,9/30/2017,11/04/2017,Economy,90,DAL-CLE,319,Harold Engle
carntzen@axiom.com,FALSE,01/04/2017,3/26/2017,First Class,213,DAL-HOU,184,Cynthia Arntzen
dbrooks@axiom.com,FALSE,10/21/2017,12/11/2017,Economy,75,DAL-GRR,203,Dave Brooks
dpoirier@axiom.com,FALSE,10/21/2017,11/17/2017,Economy,87,DAL-MDW,206,Dave Poirier
spak@axiom.com,FALSE,09/07/2017,9/22/2017,Economy,129,DAL-AUS,723,Sung Pak
rd'ascenzo@axiom.com,TRUE,11/11/2017,12/03/2017,Economy,154,DAL-LAS,661,Russell D'Ascenzo
jeaton@axiom.com,FALSE,05/08/2017,5/17/2017,Economy,121,DAL-ATL,382,Joel Eaton
rhaberlin@axiom.com,FALSE,06/07/2017,6/30/2017,Economy,110,DAL-HOU,639,Rob Haberlin
agrove@axiom.com,FALSE,9/21/2017,10/17/2017,Business,144,DAL-PHX,18,Alejandro Grove
rausman@axiom.com,FALSE,02/01/2017,4/15/2017,Economy,131,DAL-PHX,658,Ruben Ausman
sengle@axiom.com,FALSE,1/16/2017,3/31/2017,Business,174,DAL-LAS,673,Sanjit Engle
rkennedy@axiom.com,FALSE,7/19/2017,7/31/2017,Economy,70,DAL-AUS,619,Ralph Kennedy
mgastineau@axiom.com,FALSE,7/21/2017,9/19/2017,Economy,75,DAL-AUS,511,Maureen Gastineau
nfranzösisch@axiom.com,FALSE,6/13/2017,6/20/2017,Economy,131,DAL-AMA,564,Neil Französisch
mgockenbach@axiom.com,FALSE,2/16/2017,04/08/2017,Economy,97,DAL-HOU,542,Mike Gockenbach
ccheatham@axiom.com,FALSE,8/17/2017,09/08/2017,Economy,105,DAL-LGA,169,Clay Cheatham
kwillman@axiom.com,FALSE,09/06/2017,11/02/2017,Economy,106,DAL-ATL,428,Katrina Willman
ashonely@axiom.com,FALSE,5/25/2017,6/18/2017,Economy,81,DAL-OKC,16,Alan Shonely
sgordon@axiom.com,FALSE,07/09/2017,9/24/2017,Economy,144,DAL-LGA,697,Sheri Gordon
rhightower@axiom.com,FALSE,09/04/2017,9/30/2017,Economy,92,DAL-MDW,636,Ritsa Hightower
rschwarz@axiom.com,FALSE,09/04/2017,10/06/2017,First Class,248,DAL-MDW,650,Roland Schwarz
cphan@axiom.com,FALSE,9/29/2017,11/07/2017,Economy,115,DAL-PHX,155,Christine Phan
fharton@axiom.com,FALSE,11/16/2017,12/11/2017,Economy,134,DAL-OKC,289,Fred Harton
lhaushalter@axiom.com,FALSE,10/11/2017,11/10/2017,Economy,91,DAL-AUS,476,Logan Haushalter
tbrockman@axiom.com,TRUE,10/25/2017,11/27/2017,Economy,74,DAL-HOU,749,Tim Brockman
jgarza@axiom.com,FALSE,2/28/2017,3/18/2017,First Class,257,DAL-SLC,340,Jack Garza
aferguson@axiom.com,FALSE,9/22/2017,11/30/2017,Economy,79,DAL-HOU,58,Art Ferguson
mlee@axiom.com,FALSE,06/09/2017,08/12/2017,Economy,108,DAL-MDW,550,Muhammed Lee
tritter@axiom.com,TRUE,07/12/2017,11/03/2017,Economy,64,DAL-ELP,754,Toby Ritter
mbrown@axiom.com,FALSE,6/28/2017,7/15/2017,Economy,61,DAL-LAS,538,Mick Brown
csayre@axiom.com,FALSE,5/27/2017,7/13/2017,Economy,126,DAL-AUS,122,Cari Sayre
swooten@axiom.com,TRUE,8/27/2017,9/18/2017,Economy,74,DAL-SLC,682,Scot Wooten
handreada@axiom.com,FALSE,8/16/2017,09/05/2017,Economy,88,DAL-PHX,327,Helen Andreada
cprescott@axiom.com,FALSE,10/19/2017,11/01/2017,Economy,97,DAL-PHX,138,Cathy Prescott
ahawkins@axiom.com,FALSE,2/20/2017,05/12/2017,Economy,64,DAL-ATL,2,Aaron Hawkins
azypern@axiom.com,FALSE,7/29/2017,11/13/2017,Economy,162,DAL-SLC,50,Annie Zypern
rphan@axiom.com,FALSE,10/08/2017,12/11/2017,Economy,153,DAL-LGA,656,Roy Phan
bfritzler@axiom.com,FALSE,2/18/2017,3/23/2017,Business,134,DAL-AUS,85,Beth Fritzler
ghale,TRUE,8/14/2017,11/30/2017,Economy,139,DAL-MDW,298,Gene Hale
ccarreira@axiom.com,FALSE,12/08/2016,1/27/2017,First Class,261,DAL-SEA,177,Craig Carreira
ttaslimi@axiom.com,FALSE,8/28/2017,11/05/2017,Economy,116,DAL-LGA,750,Tim Taslimi
nchilds@axiom.com,FALSE,9/17/2017,11/19/2017,Business,158,DAL-AUS,574,Noah Childs
asteele@axiom.com,FALSE,9/23/2017,10/01/2017,Business,110,DAL-AMA,42,Ann Steele
bdodson@axiom.com,FALSE,8/20/2017,10/01/2017,Economy,101,DAL-MDW,104,Brendan Dodson
tboland@axiom.com,FALSE,3/13/2017,04/10/2017,Economy,98,DAL-ATL,744,Thomas Boland
ldecherney@axiom.com,TRUE,12/10/2017,12/31/2017,Economy,149,DAL-AUS,466,Lisa DeCherney
kferguson@axiom.com,FALSE,11/08/2017,11/19/2017,Economy,80,DAL-PHX,418,Karen Ferguson
rbradley@axiom.com,FALSE,10/22/2017,12/08/2017,Economy,87,DAL-HOU,621,Randy Bradley
esmith@axiom.com,TRUE,12/12/2017,12/25/2017,Economy,145,DAL-GRR,267,Erica Smith
ccatlett@axiom.com,TRUE,3/25/2017,5/16/2017,Economy,157,DAL-AUS,173,Corey Catlett
mjones@axiom.com,FALSE,10/08/2017,11/18/2017,Economy,112,DAL-OKC,515,Max Jones
kedelman@axiom.com,TRUE,11/28/2017,12/29/2017,Economy,158,DAL-ELP,427,Katrina Edelman
ahaines@axiom.com,FALSE,9/16/2017,11/13/2017,Business,81,DAL-AUS,13,Alan Haines
bbowman@axiom.com,FALSE,8/21/2017,10/08/2017,Economy,98,DAL-ELP,103,Brenda Bowman
sann@axiom.com,TRUE,7/19/2017,8/23/2017,First Class,228,DAL-ELP,721,Sue Ann Reed
jlebron@axiom.com,FALSE,5/27/2017,06/12/2017,Economy,64,DAL-HOU,341,Jack Lebron
dbickford@axiom.com,FALSE,8/17/2017,9/30/2017,Business,120,DAL-SLC,240,Doug Bickford
,FALSE,12/13/2017,12/31/2017,Economy,62,DAL-LAS,679,Sarah Foster
msatty@axiom.com,FALSE,10/01/2017,10/14/2017,Business,172,DAL-ELP,513,Maurice Satty
mchen@axiom.com,TRUE,1/31/2017,2/13/2017,Economy,86,DAL-LGA,522,Michael Chen
hwasserman@axiom.com,FALSE,11/26/2017,12/27/2017,Economy,103,DAL-ATL,328,Helen Wasserman
snguyen@axiom.com,FALSE,8/26/2017,10/02/2017,Economy,125,DAL-AUS,713,Steve Nguyen
kthornton@axiom.com,FALSE,5/23/2017,6/29/2017,Business,105,DAL-LGA,431,Kean Thornton
jcaffey@axiom.com,FALSE,11/27/2017,12/22/2017,Economy,159,DAL-GRR,358,Jenna Caffey
mcousins@axiom.com,FALSE,09/09/2017,12/24/2017,Economy,85,DAL-AUS,494,Mark Cousins
dbrooks@axiom.com,TRUE,9/21/2017,12/11/2017,Business,177,DAL-LAS,203,Dave Brooks
