Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
ttaslimi@axiom.com,FALSE,5/31/2016,08/09/2016,Economy,150,DAL-HOU,750,Tim Taslimi
ttaslimi@axiom.com,FALSE,04/09/2016,08/09/2016,First Class,248,DAL-ATL,750,Tim Taslimi
ttaslimi@axiom.com,FALSE,5/20/2016,08/09/2016,Business,118,DAL-MDW,750,Tim Taslimi
ttaslimi@axiom.com,FALSE,7/17/2016,08/09/2016,Economy,80,DAL-GRR,750,Tim Taslimi
tbraunhardt@axiom.com,FALSE,07/03/2016,7/27/2016,Economy,88,DAL-CLE,751,Toby Braunhardt
tbraunhardt@axiom.com,FALSE,7/16/2016,7/27/2016,Economy,125,DAL-AUS,751,Toby Braunhardt
tcarlisle@axiom.com,FALSE,10/10/2016,11/26/2016,Economy,102,DAL-OKC,752,Toby Carlisle
tprescott@axiom.com,FALSE,07/02/2016,7/19/2016,First Class,225,DAL-ELP,760,Tom Prescott
tprescott@axiom.com,FALSE,5/25/2016,7/19/2016,Business,152,DAL-LGA,760,Tom Prescott
tturnell@axiom.com,FALSE,9/28/2016,10/10/2016,Business,107,DAL-LGA,762,Tonja Turnell
tchapman@axiom.com,FALSE,10/22/2016,11/22/2016,Economy,103,DAL-ATL,763,Tony Chapman
tchapman@axiom.com,FALSE,10/06/2016,11/22/2016,Economy,126,DAL-MDW,763,Tony Chapman
tchapman@axiom.com,FALSE,11/04/2016,11/22/2016,Economy,136,DAL-OKC,763,Tony Chapman
tblumstein@axiom.com,FALSE,8/13/2016,09/01/2016,Economy,107,DAL-HOU,766,Tracy Blumstein
tblumstein@axiom.com,FALSE,05/07/2016,09/01/2016,Business,135,DAL-ATL,766,Tracy Blumstein
tblumstein@axiom.com,FALSE,7/20/2016,09/01/2016,Economy,154,DAL-PHX,766,Tracy Blumstein
plucas@axiom.com,TRUE,12/02/2016,12/15/2016,Economy,130,DAL-CLE,594,Paul Lucas
pmacintyre@axiom.com,FALSE,11/10/2016,11/27/2016,Economy,97,DAL-GRR,595,Paul MacIntyre
pmacintyre@axiom.com,FALSE,11/22/2016,11/27/2016,Economy,133,DAL-HOU,595,Paul MacIntyre
pmacintyre@axiom.com,TRUE,8/18/2016,11/27/2016,Economy,134,DAL-AMA,595,Paul MacIntyre
pmacintyre@axiom.com,FALSE,11/14/2016,11/27/2016,Economy,103,DAL-AMA,595,Paul MacIntyre
pprost@axiom.com,TRUE,8/24/2016,11/07/2016,Economy,129,DAL-PHX,596,Paul Prost
pprost@axiom.com,FALSE,9/21/2016,10/04/2016,Economy,155,DAL-AUS,596,Paul Prost
pprost@axiom.com,FALSE,10/03/2016,11/07/2016,Economy,128,DAL-ATL,596,Paul Prost
pstevenson@axiom.com,FALSE,8/23/2016,09/02/2016,Economy,99,DAL-SLC,597,Paul Stevenson
pstevenson@axiom.com,TRUE,8/18/2016,09/02/2016,Economy,102,DAL-HOU,597,Paul Stevenson
pstevenson@axiom.com,FALSE,7/30/2016,09/02/2016,Economy,71,DAL-AMA,597,Paul Stevenson
pvan@axiom.com,TRUE,8/21/2016,11/24/2016,Business,115,DAL-AUS,598,Paul Van Hugh
pvan@axiom.com,FALSE,10/19/2016,11/24/2016,Economy,133,DAL-LAS,598,Paul Van Hugh
pjohnson@axiom.com,FALSE,11/14/2016,11/29/2016,Economy,116,DAL-LGA,600,Pauline Johnson
parmstrong@axiom.com,FALSE,7/14/2016,8/24/2016,Economy,146,DAL-HOU,603,Pete Armstrong
pbühler@axiom.com,FALSE,10/04/2016,12/12/2016,Economy,120,DAL-MDW,606,Peter Bühler
pfuller@axiom.com,FALSE,6/20/2016,8/27/2016,Economy,139,DAL-AUS,607,Peter Fuller
pfuller@axiom.com,FALSE,7/27/2016,8/27/2016,Economy,107,DAL-ELP,607,Peter Fuller
pfuller@axiom.com,TRUE,05/12/2016,8/27/2016,Business,178,DAL-AMA,607,Peter Fuller
pfuller@axiom.com,TRUE,07/12/2016,8/27/2016,Economy,63,DAL-AMA,607,Peter Fuller
povercash@axiom.com,FALSE,10/01/2016,11/06/2016,Economy,156,DAL-OKC,611,Philisse Overcash
povercash@axiom.com,FALSE,10/20/2016,11/06/2016,Business,127,DAL-SEA,611,Philisse Overcash
pbreyer@axiom.com,FALSE,10/19/2016,11/16/2016,Economy,145,DAL-OKC,613,Phillip Breyer
pbreyer@axiom.com,FALSE,8/28/2016,11/16/2016,Economy,75,DAL-OKC,613,Phillip Breyer
pbreyer@axiom.com,FALSE,10/12/2016,11/16/2016,Business,149,DAL-PHX,613,Phillip Breyer
pbreyer@axiom.com,FALSE,11/02/2016,11/16/2016,Business,157,DAL-AUS,613,Phillip Breyer
pbreyer@axiom.com,FALSE,9/24/2016,11/16/2016,Economy,128,DAL-SEA,613,Phillip Breyer
pbreyer@axiom.com,TRUE,7/20/2016,11/16/2016,Business,87,DAL-LGA,613,Phillip Breyer
rpayne@axiom.com,FALSE,6/26/2016,08/11/2016,Business,179,DAL-LGA,617,Rachel Payne
rarnett@axiom.com,FALSE,10/18/2016,12/19/2016,Economy,146,DAL-ATL,618,Ralph Arnett
rkennedy@axiom.com,TRUE,07/06/2016,8/23/2016,Economy,64,DAL-AUS,619,Ralph Kennedy
rkennedy@axiom.com,FALSE,7/31/2016,8/23/2016,Business,97,DAL-AUS,619,Ralph Kennedy
rritter@axiom.com,TRUE,8/22/2016,11/20/2016,Economy,140,DAL-PHX,620,Ralph Ritter
rpölking@axiom.com,FALSE,06/09/2016,6/24/2016,Business,90,DAL-ATL,625,Resi Pölking
rpölking@axiom.com,FALSE,05/04/2016,5/17/2016,Economy,128,DAL-LGA,625,Resi Pölking
remerson@axiom.com,TRUE,11/06/2016,11/24/2016,Business,142,DAL-LGA,626,Ricardo Emerson
remerson@axiom.com,FALSE,10/04/2016,11/24/2016,Economy,105,DAL-PHX,626,Ricardo Emerson
remerson@axiom.com,FALSE,10/02/2016,11/24/2016,Economy,151,DAL-PHX,626,Ricardo Emerson
rbensley@axiom.com,TRUE,11/16/2016,12/03/2016,Economy,72,DAL-ATL,630,Rick Bensley
rbensley@axiom.com,FALSE,10/31/2016,12/03/2016,Economy,69,DAL-LAS,630,Rick Bensley
rhuthwaite@axiom.com,FALSE,08/09/2016,09/12/2016,Economy,153,DAL-AUS,633,Rick Huthwaite
rhuthwaite@axiom.com,FALSE,8/18/2016,09/12/2016,Economy,152,DAL-LAS,633,Rick Huthwaite
rhuthwaite@axiom.com,FALSE,07/07/2016,09/12/2016,Economy,108,DAL-AUS,633,Rick Huthwaite
rhuthwaite@axiom.com,FALSE,8/21/2016,09/12/2016,Economy,114,DAL-MDW,633,Rick Huthwaite
rhaberlin@axiom.com,FALSE,10/15/2016,10/31/2016,Economy,95,DAL-PHX,639,Rob Haberlin
rbarroso@axiom.com,TRUE,07/02/2016,9/13/2016,Economy,144,DAL-OKC,642,Robert Barroso
rbarroso@axiom.com,FALSE,08/01/2016,9/13/2016,Business,170,DAL-MDW,642,Robert Barroso
rbarroso@axiom.com,FALSE,08/09/2016,9/13/2016,Economy,65,DAL-TUL,642,Robert Barroso
rbarroso@axiom.com,FALSE,8/24/2016,9/13/2016,Economy,61,DAL-PHX,642,Robert Barroso
rwaldorf@axiom.com,FALSE,8/29/2016,9/28/2016,Economy,128,DAL-HOU,645,Robert Waldorf
rwaldorf@axiom.com,TRUE,8/21/2016,9/28/2016,Economy,133,DAL-MDW,645,Robert Waldorf
rwaldorf@axiom.com,TRUE,09/08/2016,9/28/2016,Economy,132,DAL-HOU,645,Robert Waldorf
rwaldorf@axiom.com,FALSE,9/16/2016,9/28/2016,Economy,107,DAL-AUS,645,Robert Waldorf
ro'brian@axiom.com,TRUE,06/07/2016,6/22/2016,Economy,125,DAL-LAS,651,Rose O'Brian
rdevincentis@axiom.com,TRUE,12/01/2016,12/20/2016,Economy,86,DAL-AUS,653,Ross DeVincentis
rcollins@axiom.com,FALSE,9/18/2016,11/12/2016,First Class,291,DAL-HOU,654,Roy Collins
rcollins@axiom.com,FALSE,07/07/2016,11/12/2016,Economy,100,DAL-CLE,654,Roy Collins
rcollins@axiom.com,FALSE,10/21/2016,11/12/2016,Economy,72,DAL-LAS,654,Roy Collins
rcollins@axiom.com,FALSE,03/04/2016,06/07/2016,First Class,316,DAL-SLC,654,Roy Collins
rskaria@axiom.com,FALSE,5/17/2016,9/13/2016,Economy,85,DAL-TUL,657,Roy Skaria
rapplegate@axiom.com,TRUE,11/03/2016,12/28/2016,Economy,77,DAL-GRR,660,Russell Applegate
shughsby@axiom.com,FALSE,9/22/2016,11/07/2016,Business,150,DAL-HOU,664,Sally Hughsby
shughsby@axiom.com,FALSE,8/25/2016,11/07/2016,Economy,82,DAL-HOU,664,Sally Hughsby
shughsby@axiom.com,FALSE,9/22/2016,11/07/2016,Business,139,DAL-PHX,664,Sally Hughsby
sjacobs@axiom.com,FALSE,11/20/2016,12/15/2016,Economy,150,DAL-HOU,674,Sanjit Jacobs
sjacobs@axiom.com,TRUE,10/27/2016,12/15/2016,Business,176,DAL-AUS,674,Sanjit Jacobs
sshifley@axiom.com,TRUE,1/29/2016,3/23/2016,First Class,231,DAL-ELP,675,Saphhira Shifley
sshifley@axiom.com,FALSE,03/05/2016,3/23/2016,Economy,95,DAL-ATL,675,Saphhira Shifley
sshifley@axiom.com,TRUE,2/24/2016,3/23/2016,Economy,132,DAL-AUS,675,Saphhira Shifley
sshifley@axiom.com,FALSE,03/12/2016,3/23/2016,Economy,72,DAL-TUL,675,Saphhira Shifley
sshifley@axiom.com,TRUE,02/04/2016,3/23/2016,Economy,130,DAL-OKC,675,Saphhira Shifley
sshifley@axiom.com,FALSE,1/19/2016,3/23/2016,Business,96,DAL-TUL,675,Saphhira Shifley
sshifley@axiom.com,FALSE,1/23/2016,3/23/2016,Economy,143,DAL-OKC,675,Saphhira Shifley
sbern@axiom.com,FALSE,8/27/2016,10/03/2016,Economy,69,DAL-MDW,677,Sarah Bern
sbern@axiom.com,FALSE,8/28/2016,10/03/2016,Economy,112,DAL-SEA,677,Sarah Bern
sbern@axiom.com,FALSE,10/15/2016,11/08/2016,Economy,65,DAL-AUS,677,Sarah Bern
sbern@axiom.com,FALSE,9/18/2016,10/03/2016,Economy,117,DAL-SLC,677,Sarah Bern
sbern@axiom.com,FALSE,9/19/2016,10/03/2016,Economy,79,DAL-AUS,677,Sarah Bern
sbern@axiom.com,FALSE,9/14/2016,10/03/2016,Economy,133,DAL-ATL,677,Sarah Bern
sbern@axiom.com,FALSE,7/31/2016,10/03/2016,Business,152,DAL-SLC,677,Sarah Bern
swilliamson@axiom.com,TRUE,11/09/2016,12/30/2016,Economy,60,DAL-ATL,684,Scott Williamson
sbraxton@axiom.com,FALSE,11/13/2016,11/26/2016,Economy,115,DAL-AUS,685,Sean Braxton
so'donnell@axiom.com,FALSE,10/08/2016,11/27/2016,Business,136,DAL-GRR,688,Sean O'Donnell
so'donnell@axiom.com,FALSE,11/01/2016,11/27/2016,Business,149,DAL-LGA,688,Sean O'Donnell
so'donnell@axiom.com,FALSE,09/12/2016,11/27/2016,First Class,224,DAL-OKC,688,Sean O'Donnell
jocampo@axiom.com,FALSE,06/10/2016,09/04/2016,Economy,137,DAL-HOU,369,Jesus Ocampo
jocampo@axiom.com,FALSE,08/10/2016,09/04/2016,Economy,64,DAL-AUS,369,Jesus Ocampo
jmatthias@axiom.com,FALSE,11/08/2016,12/04/2016,Economy,97,DAL-AMA,371,Jill Matthias
jstevenson@axiom.com,FALSE,8/18/2016,9/24/2016,Economy,85,DAL-MDW,372,Jill Stevenson
jstevenson@axiom.com,FALSE,04/04/2016,4/23/2016,Economy,101,DAL-ATL,372,Jill Stevenson
jstevenson@axiom.com,FALSE,02/01/2016,4/23/2016,Economy,112,DAL-TUL,372,Jill Stevenson
jstevenson@axiom.com,FALSE,04/08/2016,4/23/2016,Economy,63,DAL-ATL,372,Jill Stevenson
jstevenson@axiom.com,FALSE,08/02/2016,9/24/2016,Business,129,DAL-TUL,372,Jill Stevenson
jstevenson@axiom.com,TRUE,04/02/2016,4/23/2016,First Class,255,DAL-ELP,372,Jill Stevenson
jmitchum@axiom.com,FALSE,5/31/2016,9/16/2016,Economy,78,DAL-AUS,376,Jim Mitchum
jmitchum@axiom.com,TRUE,8/29/2016,9/16/2016,Economy,144,DAL-LGA,376,Jim Mitchum
jradford@axiom.com,FALSE,03/09/2016,4/15/2016,Economy,121,DAL-AUS,377,Jim Radford
jradford@axiom.com,FALSE,3/31/2016,4/15/2016,Economy,137,DAL-ELP,377,Jim Radford
jsink@axiom.com,TRUE,10/27/2016,11/23/2016,Economy,134,DAL-PHX,378,Jim Sink
jrupert@axiom.com,FALSE,07/09/2016,09/05/2016,Economy,68,DAL-GRR,379,Jocasta Rupert
jrupert@axiom.com,FALSE,5/17/2016,09/05/2016,Economy,133,DAL-OKC,379,Jocasta Rupert
jelijah@axiom.com,TRUE,10/27/2016,11/08/2016,Economy,129,DAL-MDW,380,Joe Elijah
jelijah@axiom.com,FALSE,09/11/2016,11/08/2016,Economy,123,DAL-ATL,380,Joe Elijah
jkamberova@axiom.com,FALSE,2/18/2016,3/31/2016,Economy,79,DAL-HOU,381,Joe Kamberova
jjenkins@axiom.com,FALSE,7/23/2016,8/26/2016,Economy,84,DAL-HOU,383,Joel Jenkins
jjenkins@axiom.com,FALSE,08/02/2016,8/26/2016,Economy,103,DAL-OKC,383,Joel Jenkins
jcastell@axiom.com,FALSE,09/10/2016,11/11/2016,Business,123,DAL-AUS,384,John Castell
jcastell@axiom.com,FALSE,10/14/2016,11/11/2016,Economy,103,DAL-PHX,384,John Castell
jcastell@axiom.com,FALSE,10/21/2016,11/11/2016,Economy,112,DAL-MDW,384,John Castell
jcastell@axiom.com,TRUE,09/10/2016,11/11/2016,Economy,118,DAL-MDW,384,John Castell
jcastell@axiom.com,FALSE,09/09/2016,11/11/2016,Economy,141,DAL-AUS,384,John Castell
jcastell@axiom.com,FALSE,8/29/2016,11/11/2016,Economy,116,DAL-ELP,384,John Castell
jdoherty@axiom.com,FALSE,3/23/2016,05/05/2016,Business,84,DAL-SEA,392,Jonathan Doherty
jairdo@axiom.com,FALSE,2/17/2016,3/14/2016,Business,115,DAL-AUS,397,Joseph Airdo
jsmith@axiom.com,FALSE,10/01/2016,12/20/2016,Business,87,DAL-ELP,401,Joy Smith
jsmith@axiom.com,FALSE,10/21/2016,12/20/2016,Economy,137,DAL-LAS,401,Joy Smith
jsmith@axiom.com,FALSE,08/04/2016,8/23/2016,Economy,99,DAL-AUS,401,Joy Smith
jdunbar@axiom.com,FALSE,6/21/2016,09/11/2016,Business,165,DAL-LGA,403,Julia Dunbar
jdunbar@axiom.com,FALSE,7/28/2016,09/11/2016,Business,97,DAL-LGA,403,Julia Dunbar
jcreighton@axiom.com,FALSE,10/27/2016,11/15/2016,Business,99,DAL-AUS,406,Julie Creighton
jcreighton@axiom.com,FALSE,10/21/2016,11/15/2016,Economy,133,DAL-PHX,406,Julie Creighton
jcreighton@axiom.com,TRUE,7/20/2016,11/15/2016,Economy,72,DAL-HOU,406,Julie Creighton
jcreighton@axiom.com,FALSE,9/17/2016,11/15/2016,Economy,92,DAL-PHX,406,Julie Creighton
jcreighton@axiom.com,FALSE,8/16/2016,11/15/2016,Economy,110,DAL-HOU,406,Julie Creighton
jcreighton@axiom.com,FALSE,09/02/2016,11/15/2016,Economy,90,DAL-ATL,406,Julie Creighton
jcreighton@axiom.com,FALSE,09/10/2016,11/15/2016,Economy,89,DAL-AUS,406,Julie Creighton
x,FALSE,11/15/2016,12/15/2016,Economy,120,DAL-AUS,407,Julie Kriz
jprescott@axiom.com,TRUE,08/10/2016,10/03/2016,Economy,104,DAL-AUS,408,Julie Prescott
jprescott@axiom.com,FALSE,06/02/2016,10/03/2016,Economy,91,DAL-AUS,408,Julie Prescott
kmeade@axiom.com,TRUE,7/21/2016,8/18/2016,Economy,150,DAL-HOU,414,Kalyca Meade
kbern@axiom.com,TRUE,09/11/2016,11/05/2016,Economy,75,DAL-PHX,415,Karen Bern
kbern@axiom.com,FALSE,10/14/2016,11/05/2016,First Class,305,DAL-ELP,415,Karen Bern
kbern@axiom.com,FALSE,10/04/2016,11/05/2016,Economy,105,DAL-SEA,415,Karen Bern
kbern@axiom.com,FALSE,8/24/2016,11/05/2016,First Class,259,DAL-ATL,415,Karen Bern
kdaniels@axiom.com,FALSE,11/21/2016,12/28/2016,Economy,159,DAL-HOU,417,Karen Daniels
kdaniels@axiom.com,FALSE,12/09/2016,12/28/2016,Economy,123,DAL-LAS,417,Karen Daniels
kdaniels@axiom.com,FALSE,12/05/2016,12/28/2016,Economy,87,DAL-OKC,417,Karen Daniels
kdaniels@axiom.com,FALSE,11/25/2016,12/28/2016,Economy,82,DAL-ELP,417,Karen Daniels
kdaniels@axiom.com,FALSE,10/18/2016,12/28/2016,Economy,150,DAL-OKC,417,Karen Daniels
kferguson@axiom.com,FALSE,6/16/2016,7/27/2016,First Class,306,DAL-OKC,418,Karen Ferguson
kferguson@axiom.com,FALSE,05/08/2016,8/16/2016,Economy,69,DAL-MDW,418,Karen Ferguson
kferguson@axiom.com,FALSE,05/06/2016,7/27/2016,Economy,159,DAL-CLE,418,Karen Ferguson
kferguson@axiom.com,TRUE,5/23/2016,7/27/2016,Economy,137,DAL-MDW,418,Karen Ferguson
kducich@axiom.com,FALSE,7/17/2016,08/02/2016,Economy,127,DAL-LAS,422,Katherine Ducich
kducich@axiom.com,FALSE,7/15/2016,08/02/2016,Economy,147,DAL-OKC,422,Katherine Ducich
kducich@axiom.com,TRUE,6/30/2016,08/02/2016,Economy,122,DAL-LGA,422,Katherine Ducich
kducich@axiom.com,FALSE,7/18/2016,08/02/2016,Economy,126,DAL-PHX,422,Katherine Ducich
khughes@axiom.com,TRUE,10/27/2016,12/07/2016,Economy,67,DAL-LGA,423,Katherine Hughes
kmurray@axiom.com,FALSE,10/10/2016,12/21/2016,First Class,291,DAL-HOU,424,Katherine Murray
knockton@axiom.com,FALSE,2/24/2016,3/21/2016,Economy,81,DAL-PHX,425,Katherine Nockton
schance@axiom.com,FALSE,12/22/2015,1/14/2016,Economy,105,DAL-OKC,695,Shaun Chance
sweien@axiom.com,FALSE,5/19/2016,06/06/2016,Economy,135,DAL-MDW,696,Shaun Weien
sweien@axiom.com,FALSE,05/01/2016,06/06/2016,Economy,124,DAL-PHX,696,Shaun Weien
sweien@axiom.com,TRUE,4/22/2016,06/06/2016,Economy,80,DAL-ATL,696,Shaun Weien
sjackson@axiom.com,FALSE,6/19/2016,7/20/2016,Economy,108,DAL-HOU,699,Shirley Jackson
sjackson@axiom.com,FALSE,6/25/2016,7/20/2016,Economy,71,DAL-MDW,699,Shirley Jackson
scooley@axiom.com,TRUE,9/13/2016,11/10/2016,Business,99,DAL-HOU,704,Sonia Cooley
sperrino@axiom.com,TRUE,10/09/2016,12/13/2016,Economy,123,DAL-MDW,707,Stefania Perrino
sphelps@axiom.com,FALSE,12/05/2016,12/13/2016,Business,148,DAL-SEA,709,Stephanie Phelps
sphelps@axiom.com,FALSE,10/16/2016,12/13/2016,Economy,88,DAL-MDW,709,Stephanie Phelps
sphelps@axiom.com,FALSE,10/28/2016,12/13/2016,Economy,91,DAL-CLE,709,Stephanie Phelps
sphelps@axiom.com,FALSE,10/17/2016,12/13/2016,Business,97,DAL-SEA,709,Stephanie Phelps
sphelps@axiom.com,FALSE,11/12/2016,12/13/2016,Economy,68,DAL-PHX,709,Stephanie Phelps
sphelps@axiom.com,FALSE,11/12/2016,12/13/2016,Economy,72,DAL-LGA,709,Stephanie Phelps
sphelps@axiom.com,FALSE,10/03/2016,12/13/2016,Economy,95,DAL-HOU,709,Stephanie Phelps
sphelps@axiom.com,FALSE,11/10/2016,12/13/2016,Economy,156,DAL-AUS,709,Stephanie Phelps
sulpright@axiom.com,TRUE,04/07/2016,6/24/2016,Business,112,DAL-AUS,710,Stephanie Ulpright
sulpright@axiom.com,FALSE,4/14/2016,6/24/2016,Economy,99,DAL-GRR,710,Stephanie Ulpright
sulpright@axiom.com,FALSE,04/06/2016,6/24/2016,Economy,117,DAL-PHX,710,Stephanie Ulpright
sulpright@axiom.com,FALSE,11/17/2016,12/07/2016,Economy,108,DAL-PHX,710,Stephanie Ulpright
schapman,FALSE,11/23/2015,02/06/2016,Economy,122,DAL-HOU,712,Steve Chapman
schapman,FALSE,6/16/2016,09/12/2016,Economy,130,DAL-OKC,712,Steve Chapman
schapman,FALSE,7/24/2016,09/12/2016,Economy,60,DAL-AUS,712,Steve Chapman
schapman,TRUE,8/28/2016,09/12/2016,Economy,144,DAL-HOU,712,Steve Chapman
schapman,FALSE,01/10/2016,02/06/2016,Economy,130,DAL-HOU,712,Steve Chapman
schapman,FALSE,07/10/2016,09/12/2016,Economy,77,DAL-OKC,712,Steve Chapman
schapman,FALSE,08/12/2016,09/12/2016,Business,152,DAL-PHX,712,Steve Chapman
